* Block Type = 384-Well Block
* Calibration Background is expired  = Yes
* Calibration Background performed on = 12-21-2016
* Calibration Normalization FAM-ROX is expired = Yes
* Calibration Normalization FAM-ROX performed on = 12-21-2016
* Calibration Normalization VIC-ROX is expired = Yes
* Calibration Normalization VIC-ROX performed on = 12-21-2016
* Calibration Pure Dye FAM is expired = Yes
* Calibration Pure Dye FAM performed on = 12-21-2016
* Calibration Pure Dye NED is expired = Yes
* Calibration Pure Dye NED performed on = 12-21-2016
* Calibration Pure Dye ROX is expired = Yes
* Calibration Pure Dye ROX performed on = 12-21-2016
* Calibration Pure Dye SYBR is expired = Yes
* Calibration Pure Dye SYBR performed on = 12-21-2016
* Calibration Pure Dye TAMRA is expired = Yes
* Calibration Pure Dye TAMRA performed on = 12-21-2016
* Calibration Pure Dye VIC is expired = Yes
* Calibration Pure Dye VIC performed on = 12-21-2016
* Calibration ROI is expired  = Yes
* Calibration ROI performed on = 12-21-2016
* Calibration Uniformity is expired  = Yes
* Calibration Uniformity performed on = 12-21-2016
* Chemistry = SYBR_GREEN
* Date Created = 2018-07-09 18:38:45 PM CST
* Date Modified = 2018-07-09 20:35:06 PM CST
* Experiment Barcode = NA
* Experiment Comment = NA
* Experiment File Name = H:\Spring_Work\35. Data\2018-5-30 pathogen qPCR\2018-07-09 183809.eds
* Experiment Name = 2018-07-09 183809
* Experiment Run Start Time = 2018-07-10 02:54:59 AM CST
* Experiment Run Stop Time = 2018-07-10 04:48:33 AM CST
* Experiment Type = Relative Standard Curve
* Instrument Name = 278861596
* Instrument Serial Number = 278861596
* Instrument Type = QuantStudio(TM) 6 Flex System
* Passive Reference = ROX
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage/ Cycle where Analysis is performed = Stage 2, Step 3
* User Name = NA

[Melt Curve Raw Data]
Well	Well Position	Reading	Temperature	Fluorescence	Derivative
119	E23	20	76.570	0.240	0.165
119	E23	21	76.649	0.228	0.154
119	E23	22	76.728	0.216	0.143
119	E23	23	76.807	0.207	0.132
119	E23	24	76.886	0.195	0.120
119	E23	25	76.965	0.187	0.109
119	E23	26	77.045	0.180	0.098
119	E23	27	77.124	0.171	0.087
119	E23	28	77.203	0.165	0.077
119	E23	29	77.282	0.161	0.067
119	E23	30	77.361	0.156	0.058
119	E23	31	77.440	0.151	0.050
119	E23	32	77.520	0.149	0.043
119	E23	33	77.599	0.147	0.037
119	E23	34	77.678	0.144	0.032
119	E23	35	77.757	0.142	0.028
119	E23	36	77.836	0.140	0.025
119	E23	37	77.915	0.139	0.022
119	E23	38	77.995	0.137	0.020
119	E23	39	78.074	0.135	0.018
119	E23	40	78.153	0.134	0.016
119	E23	41	78.232	0.134	0.015
119	E23	42	78.311	0.133	0.014
119	E23	43	78.390	0.131	0.013
119	E23	44	78.470	0.130	0.012
119	E23	45	78.549	0.130	0.011
119	E23	46	78.628	0.127	0.011
119	E23	47	78.707	0.128	0.010
119	E23	48	78.786	0.127	0.009
119	E23	49	78.865	0.127	0.008
119	E23	50	78.945	0.126	0.007
119	E23	51	79.024	0.124	0.007
119	E23	52	79.103	0.125	0.006
119	E23	53	79.182	0.125	0.006
119	E23	54	79.261	0.123	0.006
119	E23	55	79.340	0.125	0.006
119	E23	56	79.420	0.122	0.006
119	E23	57	79.499	0.123	0.006
119	E23	58	79.578	0.123	0.006
119	E23	59	79.657	0.122	0.007
119	E23	60	79.736	0.120	0.007
119	E23	61	79.816	0.121	0.007
119	E23	62	79.895	0.120	0.007
119	E23	63	79.974	0.119	0.007
119	E23	64	80.053	0.118	0.007
119	E23	65	80.132	0.117	0.007
119	E23	66	80.211	0.118	0.007
119	E23	67	80.291	0.119	0.007
119	E23	68	80.370	0.117	0.008
119	E23	69	80.449	0.115	0.008
119	E23	70	80.528	0.116	0.008
119	E23	71	80.607	0.114	0.008
119	E23	72	80.686	0.113	0.008
119	E23	73	80.766	0.113	0.008
119	E23	74	80.845	0.112	0.008
119	E23	75	80.924	0.112	0.007
119	E23	76	81.003	0.111	0.007
119	E23	77	81.082	0.112	0.006
119	E23	78	81.161	0.110	0.006
119	E23	79	81.241	0.110	0.005
119	E23	80	81.320	0.109	0.005
119	E23	81	81.399	0.111	0.005
119	E23	82	81.478	0.109	0.006
119	E23	83	81.557	0.109	0.007
119	E23	84	81.636	0.109	0.007
119	E23	85	81.716	0.106	0.008
119	E23	86	81.795	0.106	0.008
119	E23	87	81.874	0.107	0.008
119	E23	88	81.953	0.105	0.008
119	E23	89	82.032	0.105	0.007
119	E23	90	82.111	0.104	0.007
119	E23	91	82.191	0.103	0.006
119	E23	92	82.270	0.103	0.006
119	E23	93	82.349	0.103	0.006
119	E23	94	82.428	0.102	0.005
119	E23	95	82.507	0.101	0.005
119	E23	96	82.586	0.101	0.005
119	E23	97	82.666	0.102	0.005
119	E23	98	82.745	0.101	0.005
119	E23	99	82.824	0.100	0.005
119	E23	100	82.903	0.098	0.004
119	E23	101	82.982	0.099	0.004
119	E23	102	83.061	0.100	0.005
119	E23	103	83.141	0.100	0.005
119	E23	104	83.220	0.099	0.005
119	E23	105	83.299	0.099	0.005
119	E23	106	83.378	0.096	0.005
119	E23	107	83.457	0.096	0.005
119	E23	108	83.536	0.096	0.005
119	E23	109	83.616	0.098	0.004
119	E23	110	83.695	0.095	0.004
119	E23	111	83.774	0.096	0.004
119	E23	112	83.853	0.096	0.003
119	E23	113	83.932	0.094	0.003
119	E23	114	84.011	0.095	0.003
119	E23	115	84.091	0.095	0.003
119	E23	116	84.170	0.094	0.002
119	E23	117	84.249	0.096	0.002
119	E23	118	84.328	0.096	0.002
119	E23	119	84.407	0.093	0.002
119	E23	120	84.486	0.093	0.002
119	E23	121	84.566	0.094	0.002
119	E23	122	84.645	0.095	0.002
119	E23	123	84.724	0.093	0.002
119	E23	124	84.803	0.094	0.003
119	E23	125	84.882	0.093	0.003
119	E23	126	84.961	0.094	0.003
119	E23	127	85.041	0.092	0.004
119	E23	128	85.120	0.093	0.004
119	E23	129	85.199	0.092	0.004
119	E23	130	85.278	0.090	0.004
119	E23	131	85.357	0.092	0.004
119	E23	132	85.436	0.091	0.003
119	E23	133	85.516	0.089	0.003
119	E23	134	85.595	0.091	0.003
119	E23	135	85.674	0.091	0.003
119	E23	136	85.753	0.090	0.002
119	E23	137	85.832	0.090	0.002
119	E23	138	85.911	0.090	0.002
119	E23	139	85.991	0.088	0.002
119	E23	140	86.070	0.091	0.002
119	E23	141	86.149	0.090	0.002
119	E23	142	86.228	0.089	0.002
119	E23	143	86.307	0.089	0.002
119	E23	144	86.386	0.090	0.002
119	E23	145	86.466	0.088	0.003
119	E23	146	86.545	0.088	0.003
119	E23	147	86.624	0.089	0.003
119	E23	148	86.703	0.088	0.003
119	E23	149	86.782	0.088	0.003
119	E23	150	86.862	0.087	0.002
119	E23	151	86.941	0.086	0.002
119	E23	152	87.020	0.087	0.001
119	E23	153	87.099	0.087	0.001
119	E23	154	87.178	0.087	0.001
119	E23	155	87.257	0.088	0.001
119	E23	156	87.337	0.087	0.002
119	E23	157	87.416	0.086	0.002
119	E23	158	87.495	0.087	0.003
119	E23	159	87.574	0.086	0.003
119	E23	160	87.653	0.086	0.003
119	E23	161	87.732	0.086	0.003
119	E23	162	87.812	0.085	0.002
119	E23	163	87.891	0.085	0.002
119	E23	164	87.970	0.085	0.001
119	E23	165	88.049	0.086	0.001
119	E23	166	88.128	0.085	0.001
119	E23	167	88.207	0.085	0.001
119	E23	168	88.287	0.085	0.002
119	E23	169	88.366	0.084	0.002
119	E23	170	88.445	0.084	0.002
119	E23	171	88.524	0.086	0.002
119	E23	172	88.603	0.083	0.002
119	E23	173	88.682	0.084	0.002
119	E23	174	88.762	0.085	0.002
119	E23	175	88.841	0.084	0.002
119	E23	176	88.920	0.082	0.002
119	E23	177	88.999	0.084	0.001
119	E23	178	89.078	0.084	0.001
119	E23	179	89.157	0.084	0.001
119	E23	180	89.237	0.083	0.001
119	E23	181	89.316	0.083	0.000
119	E23	182	89.395	0.083	0.001
119	E23	183	89.474	0.084	0.001
119	E23	184	89.553	0.084	0.001
119	E23	185	89.632	0.083	0.002
119	E23	186	89.712	0.084	0.002
119	E23	187	89.791	0.082	0.002
119	E23	188	89.870	0.080	0.002
120	E24	1	75.065	0.968	0.362
120	E24	2	75.145	0.963	0.356
120	E24	3	75.224	0.939	0.352
120	E24	4	75.303	0.906	0.352
120	E24	5	75.382	0.876	0.357
120	E24	6	75.461	0.838	0.365
120	E24	7	75.540	0.800	0.377
120	E24	8	75.620	0.761	0.388
120	E24	9	75.699	0.716	0.397
120	E24	10	75.778	0.676	0.403
120	E24	11	75.857	0.629	0.404
120	E24	12	75.936	0.589	0.401
120	E24	13	76.015	0.548	0.394
120	E24	14	76.095	0.507	0.384
120	E24	15	76.174	0.469	0.371
120	E24	16	76.253	0.429	0.356
120	E24	17	76.332	0.394	0.339
120	E24	18	76.411	0.360	0.320
120	E24	19	76.490	0.330	0.299
120	E24	20	76.570	0.300	0.277
120	E24	21	76.649	0.273	0.255
120	E24	22	76.728	0.249	0.232
120	E24	23	76.807	0.229	0.210
120	E24	24	76.886	0.206	0.188
120	E24	25	76.965	0.190	0.167
120	E24	26	77.045	0.176	0.147
120	E24	27	77.124	0.165	0.128
120	E24	28	77.203	0.154	0.112
120	E24	29	77.282	0.141	0.097
120	E24	30	77.361	0.135	0.083
120	E24	31	77.440	0.128	0.072
120	E24	32	77.520	0.125	0.062
120	E24	33	77.599	0.117	0.053
120	E24	34	77.678	0.113	0.046
120	E24	35	77.757	0.108	0.039
120	E24	36	77.836	0.108	0.034
120	E24	37	77.915	0.104	0.029
120	E24	38	77.995	0.100	0.025
120	E24	39	78.074	0.100	0.021
120	E24	40	78.153	0.098	0.019
120	E24	41	78.232	0.096	0.016
120	E24	42	78.311	0.095	0.014
120	E24	43	78.390	0.093	0.012
120	E24	44	78.470	0.092	0.011
120	E24	45	78.549	0.093	0.010
120	E24	46	78.628	0.090	0.008
120	E24	47	78.707	0.090	0.007
120	E24	48	78.786	0.089	0.006
120	E24	49	78.865	0.090	0.005
120	E24	50	78.945	0.088	0.005
120	E24	51	79.024	0.089	0.005
120	E24	52	79.103	0.087	0.004
120	E24	53	79.182	0.086	0.004
120	E24	54	79.261	0.087	0.004
120	E24	55	79.340	0.087	0.004
120	E24	56	79.420	0.086	0.003
120	E24	57	79.499	0.086	0.003
120	E24	58	79.578	0.086	0.003
120	E24	59	79.657	0.086	0.003
120	E24	60	79.736	0.084	0.002
120	E24	61	79.816	0.086	0.002
120	E24	62	79.895	0.084	0.002
120	E24	63	79.974	0.086	0.002
120	E24	64	80.053	0.084	0.002
120	E24	65	80.132	0.083	0.002
120	E24	66	80.211	0.085	0.002
120	E24	67	80.291	0.083	0.002
120	E24	68	80.370	0.085	0.002
120	E24	69	80.449	0.083	0.002
120	E24	70	80.528	0.084	0.003
120	E24	71	80.607	0.083	0.003
120	E24	72	80.686	0.083	0.003
120	E24	73	80.766	0.081	0.003
120	E24	74	80.845	0.082	0.003
120	E24	75	80.924	0.082	0.002
120	E24	76	81.003	0.081	0.002
120	E24	77	81.082	0.082	0.002
120	E24	78	81.161	0.082	0.002
120	E24	79	81.241	0.080	0.002
120	E24	80	81.320	0.081	0.001
120	E24	81	81.399	0.080	0.001
120	E24	82	81.478	0.081	0.001
120	E24	83	81.557	0.081	0.001
120	E24	84	81.636	0.080	0.001
120	E24	85	81.716	0.081	0.001
120	E24	86	81.795	0.080	0.002
120	E24	87	81.874	0.081	0.002
120	E24	88	81.953	0.080	0.002
120	E24	89	82.032	0.079	0.002
120	E24	90	82.111	0.080	0.002
120	E24	91	82.191	0.079	0.001
120	E24	92	82.270	0.078	0.001
120	E24	93	82.349	0.080	0.001
120	E24	94	82.428	0.079	0.001
120	E24	95	82.507	0.079	0.001
120	E24	96	82.586	0.079	0.001
120	E24	97	82.666	0.077	0.001
120	E24	98	82.745	0.079	0.001
120	E24	99	82.824	0.078	0.001
120	E24	100	82.903	0.078	0.001
120	E24	101	82.982	0.078	0.001
120	E24	102	83.061	0.077	0.001
120	E24	103	83.141	0.079	0.001
120	E24	104	83.220	0.078	0.001
120	E24	105	83.299	0.076	0.002
120	E24	106	83.378	0.078	0.002
120	E24	107	83.457	0.077	0.001
120	E24	108	83.536	0.077	0.001
120	E24	109	83.616	0.076	0.001
120	E24	110	83.695	0.078	0.001
120	E24	111	83.774	0.077	0.002
120	E24	112	83.853	0.077	0.002
120	E24	113	83.932	0.077	0.002
120	E24	114	84.011	0.074	0.001
120	E24	115	84.091	0.075	0.001
120	E24	116	84.170	0.076	0.001
120	E24	117	84.249	0.077	0.000
120	E24	118	84.328	0.076	0.000
120	E24	119	84.407	0.075	0.000
120	E24	120	84.486	0.077	0.001
120	E24	121	84.566	0.075	0.001
120	E24	122	84.645	0.078	0.001
120	E24	123	84.724	0.075	0.002
120	E24	124	84.803	0.075	0.002
120	E24	125	84.882	0.076	0.002
120	E24	126	84.961	0.073	0.002
120	E24	127	85.041	0.074	0.002
120	E24	128	85.120	0.075	0.001
120	E24	129	85.199	0.074	0.001
120	E24	130	85.278	0.074	0.001
120	E24	131	85.357	0.074	0.001
120	E24	132	85.436	0.075	0.001
120	E24	133	85.516	0.074	0.001
120	E24	134	85.595	0.074	0.001
120	E24	135	85.674	0.073	0.001
120	E24	136	85.753	0.074	0.001
120	E24	137	85.832	0.074	0.001
120	E24	138	85.911	0.073	0.001
120	E24	139	85.991	0.072	0.001
120	E24	140	86.070	0.073	0.001
120	E24	141	86.149	0.074	0.001
120	E24	142	86.228	0.071	0.001
120	E24	143	86.307	0.073	0.001
120	E24	144	86.386	0.074	0.001
120	E24	145	86.466	0.073	0.001
120	E24	146	86.545	0.071	0.001
120	E24	147	86.624	0.072	0.001
120	E24	148	86.703	0.073	0.001
120	E24	149	86.782	0.073	0.001
120	E24	150	86.862	0.072	0.001
120	E24	151	86.941	0.071	0.001
120	E24	152	87.020	0.073	0.001
120	E24	153	87.099	0.073	0.002
120	E24	154	87.178	0.071	0.002
120	E24	155	87.257	0.072	0.001
120	E24	156	87.337	0.071	0.001
120	E24	157	87.416	0.071	0.001
120	E24	158	87.495	0.072	0.001
120	E24	159	87.574	0.071	0.001
120	E24	160	87.653	0.071	0.000
120	E24	161	87.732	0.070	0.000
120	E24	162	87.812	0.071	0.001
120	E24	163	87.891	0.073	0.001
120	E24	164	87.970	0.070	0.001
120	E24	165	88.049	0.071	0.001
120	E24	166	88.128	0.070	0.002
120	E24	167	88.207	0.070	0.002
120	E24	168	88.287	0.070	0.002
120	E24	169	88.366	0.070	0.001
120	E24	170	88.445	0.070	0.001
120	E24	171	88.524	0.070	0.001
120	E24	172	88.603	0.071	0.001
120	E24	173	88.682	0.069	0.001
120	E24	174	88.762	0.070	0.001
120	E24	175	88.841	0.068	0.001
120	E24	176	88.920	0.068	0.001
120	E24	177	88.999	0.071	0.001
120	E24	178	89.078	0.068	0.001
120	E24	179	89.157	0.069	0.002
120	E24	180	89.237	0.069	0.002
120	E24	181	89.316	0.068	0.002
120	E24	182	89.395	0.068	0.002
120	E24	183	89.474	0.068	0.002
120	E24	184	89.553	0.066	0.002
120	E24	185	89.632	0.068	0.001
120	E24	186	89.712	0.067	0.001
120	E24	187	89.791	0.068	0.000
120	E24	188	89.870	0.068	0.000
121	F1	1	75.065	0.086	0.032
121	F1	2	75.145	0.084	0.033
121	F1	3	75.224	0.084	0.033
121	F1	4	75.303	0.084	0.033
121	F1	5	75.382	0.082	0.032
121	F1	6	75.461	0.083	0.032
121	F1	7	75.540	0.081	0.031
121	F1	8	75.620	0.082	0.030
121	F1	9	75.699	0.081	0.030
121	F1	10	75.778	0.080	0.030
121	F1	11	75.857	0.079	0.030
121	F1	12	75.936	0.080	0.031
121	F1	13	76.015	0.079	0.032
121	F1	14	76.095	0.077	0.033
121	F1	15	76.174	0.077	0.034
121	F1	16	76.253	0.078	0.034
121	F1	17	76.332	0.077	0.034
121	F1	18	76.411	0.074	0.033
121	F1	19	76.490	0.075	0.031
121	F1	20	76.570	0.075	0.028
121	F1	21	76.649	0.074	0.025
121	F1	22	76.728	0.073	0.022
121	F1	23	76.807	0.073	0.021
121	F1	24	76.886	0.073	0.020
121	F1	25	76.965	0.074	0.020
121	F1	26	77.045	0.071	0.021
121	F1	27	77.124	0.071	0.022
121	F1	28	77.203	0.073	0.023
121	F1	29	77.282	0.072	0.024
121	F1	30	77.361	0.070	0.024
121	F1	31	77.440	0.069	0.024
121	F1	32	77.520	0.070	0.022
121	F1	33	77.599	0.068	0.020
121	F1	34	77.678	0.069	0.019
121	F1	35	77.757	0.070	0.017
121	F1	36	77.836	0.069	0.016
121	F1	37	77.915	0.067	0.016
121	F1	38	77.995	0.068	0.017
121	F1	39	78.074	0.068	0.017
121	F1	40	78.153	0.068	0.018
121	F1	41	78.232	0.067	0.019
121	F1	42	78.311	0.067	0.019
121	F1	43	78.390	0.065	0.019
121	F1	44	78.470	0.066	0.018
121	F1	45	78.549	0.066	0.018
121	F1	46	78.628	0.065	0.018
121	F1	47	78.707	0.065	0.018
121	F1	48	78.786	0.065	0.018
121	F1	49	78.865	0.065	0.017
121	F1	50	78.945	0.063	0.016
121	F1	51	79.024	0.064	0.014
121	F1	52	79.103	0.062	0.011
121	F1	53	79.182	0.063	0.008
121	F1	54	79.261	0.063	0.007
121	F1	55	79.340	0.064	0.007
121	F1	56	79.420	0.064	0.008
121	F1	57	79.499	0.063	0.009
121	F1	58	79.578	0.063	0.011
121	F1	59	79.657	0.062	0.011
121	F1	60	79.736	0.062	0.011
121	F1	61	79.816	0.062	0.011
121	F1	62	79.895	0.061	0.011
121	F1	63	79.974	0.063	0.011
121	F1	64	80.053	0.061	0.013
121	F1	65	80.132	0.061	0.015
121	F1	66	80.211	0.061	0.017
121	F1	67	80.291	0.060	0.018
121	F1	68	80.370	0.060	0.018
121	F1	69	80.449	0.060	0.017
121	F1	70	80.528	0.059	0.015
121	F1	71	80.607	0.058	0.013
121	F1	72	80.686	0.059	0.012
121	F1	73	80.766	0.059	0.010
121	F1	74	80.845	0.059	0.010
121	F1	75	80.924	0.058	0.009
121	F1	76	81.003	0.058	0.009
121	F1	77	81.082	0.059	0.008
121	F1	78	81.161	0.058	0.008
121	F1	79	81.241	0.059	0.008
121	F1	80	81.320	0.057	0.009
121	F1	81	81.399	0.057	0.009
121	F1	82	81.478	0.058	0.009
121	F1	83	81.557	0.057	0.010
121	F1	84	81.636	0.057	0.011
121	F1	85	81.716	0.057	0.011
121	F1	86	81.795	0.058	0.012
121	F1	87	81.874	0.058	0.012
121	F1	88	81.953	0.055	0.011
121	F1	89	82.032	0.055	0.009
121	F1	90	82.111	0.056	0.007
121	F1	91	82.191	0.056	0.006
121	F1	92	82.270	0.056	0.006
121	F1	93	82.349	0.056	0.007
121	F1	94	82.428	0.056	0.009
121	F1	95	82.507	0.056	0.011
121	F1	96	82.586	0.054	0.012
121	F1	97	82.666	0.054	0.013
121	F1	98	82.745	0.055	0.013
121	F1	99	82.824	0.054	0.013
121	F1	100	82.903	0.054	0.013
121	F1	101	82.982	0.053	0.013
121	F1	102	83.061	0.054	0.012
121	F1	103	83.141	0.053	0.011
121	F1	104	83.220	0.052	0.010
121	F1	105	83.299	0.054	0.009
121	F1	106	83.378	0.052	0.007
121	F1	107	83.457	0.053	0.006
121	F1	108	83.536	0.053	0.006
121	F1	109	83.616	0.052	0.006
121	F1	110	83.695	0.053	0.007
121	F1	111	83.774	0.053	0.008
121	F1	112	83.853	0.052	0.008
121	F1	113	83.932	0.052	0.008
121	F1	114	84.011	0.051	0.008
121	F1	115	84.091	0.052	0.007
121	F1	116	84.170	0.052	0.006
121	F1	117	84.249	0.052	0.005
121	F1	118	84.328	0.051	0.004
121	F1	119	84.407	0.051	0.003
121	F1	120	84.486	0.052	0.002
121	F1	121	84.566	0.051	0.002
121	F1	122	84.645	0.052	0.003
121	F1	123	84.724	0.052	0.005
121	F1	124	84.803	0.052	0.007
121	F1	125	84.882	0.051	0.009
121	F1	126	84.961	0.051	0.012
121	F1	127	85.041	0.050	0.013
121	F1	128	85.120	0.050	0.014
121	F1	129	85.199	0.050	0.014
121	F1	130	85.278	0.050	0.014
121	F1	131	85.357	0.049	0.013
121	F1	132	85.436	0.049	0.011
121	F1	133	85.516	0.049	0.009
121	F1	134	85.595	0.050	0.008
121	F1	135	85.674	0.048	0.007
121	F1	136	85.753	0.049	0.007
121	F1	137	85.832	0.049	0.007
121	F1	138	85.911	0.049	0.006
121	F1	139	85.991	0.048	0.005
121	F1	140	86.070	0.048	0.004
121	F1	141	86.149	0.049	0.002
121	F1	142	86.228	0.048	0.001
121	F1	143	86.307	0.049	0.001
121	F1	144	86.386	0.049	0.001
121	F1	145	86.466	0.048	0.003
121	F1	146	86.545	0.048	0.004
121	F1	147	86.624	0.049	0.005
121	F1	148	86.703	0.048	0.006
121	F1	149	86.782	0.047	0.006
121	F1	150	86.862	0.048	0.005
121	F1	151	86.941	0.047	0.004
121	F1	152	87.020	0.048	0.004
121	F1	153	87.099	0.049	0.005
121	F1	154	87.178	0.048	0.007
121	F1	155	87.257	0.047	0.009
121	F1	156	87.337	0.047	0.009
121	F1	157	87.416	0.046	0.009
121	F1	158	87.495	0.047	0.008
121	F1	159	87.574	0.046	0.007
121	F1	160	87.653	0.047	0.006
121	F1	161	87.732	0.047	0.006
121	F1	162	87.812	0.046	0.006
121	F1	163	87.891	0.047	0.007
121	F1	164	87.970	0.046	0.008
121	F1	165	88.049	0.047	0.009
121	F1	166	88.128	0.044	0.008
121	F1	167	88.207	0.046	0.008
121	F1	168	88.287	0.045	0.007
121	F1	169	88.366	0.046	0.006
121	F1	170	88.445	0.044	0.006
121	F1	171	88.524	0.046	0.005
121	F1	172	88.603	0.045	0.005
121	F1	173	88.682	0.046	0.004
121	F1	174	88.762	0.044	0.003
121	F1	175	88.841	0.044	0.001
121	F1	176	88.920	0.045	-0.001
121	F1	177	88.999	0.045	-0.002
121	F1	178	89.078	0.047	-0.001
121	F1	179	89.157	0.046	0.001
121	F1	180	89.237	0.045	0.003
121	F1	181	89.316	0.044	0.005
121	F1	182	89.395	0.045	0.006
121	F1	183	89.474	0.044	0.006
121	F1	184	89.553	0.045	0.005
121	F1	185	89.632	0.044	0.004
121	F1	186	89.712	0.044	0.002
121	F1	187	89.791	0.045	0.001
121	F1	188	89.870	0.044	0.001
122	F2	1	75.065	0.715	0.242
122	F2	2	75.145	0.692	0.251
122	F2	3	75.224	0.658	0.261
122	F2	4	75.303	0.624	0.272
122	F2	5	75.382	0.590	0.280
122	F2	6	75.461	0.551	0.285
122	F2	7	75.540	0.518	0.287
122	F2	8	75.620	0.484	0.284
122	F2	9	75.699	0.449	0.278
122	F2	10	75.778	0.418	0.269
122	F2	11	75.857	0.387	0.258
122	F2	12	75.936	0.359	0.245
122	F2	13	76.015	0.331	0.231
122	F2	14	76.095	0.304	0.217
122	F2	15	76.174	0.281	0.202
122	F2	16	76.253	0.258	0.188
122	F2	17	76.332	0.242	0.173
122	F2	18	76.411	0.221	0.159
122	F2	19	76.490	0.204	0.146
122	F2	20	76.570	0.186	0.132
122	F2	21	76.649	0.174	0.120
122	F2	22	76.728	0.161	0.107
122	F2	23	76.807	0.151	0.096
122	F2	24	76.886	0.141	0.085
122	F2	25	76.965	0.134	0.076
122	F2	26	77.045	0.124	0.067
122	F2	27	77.124	0.118	0.059
122	F2	28	77.203	0.113	0.051
122	F2	29	77.282	0.108	0.045
122	F2	30	77.361	0.104	0.039
122	F2	31	77.440	0.099	0.034
122	F2	32	77.520	0.098	0.029
122	F2	33	77.599	0.095	0.026
122	F2	34	77.678	0.092	0.022
122	F2	35	77.757	0.089	0.019
122	F2	36	77.836	0.088	0.017
122	F2	37	77.915	0.085	0.015
122	F2	38	77.995	0.085	0.013
122	F2	39	78.074	0.084	0.012
122	F2	40	78.153	0.083	0.011
122	F2	41	78.232	0.081	0.010
122	F2	42	78.311	0.080	0.009
122	F2	43	78.390	0.079	0.008
122	F2	44	78.470	0.078	0.007
122	F2	45	78.549	0.077	0.006
122	F2	46	78.628	0.078	0.005
122	F2	47	78.707	0.076	0.005
122	F2	48	78.786	0.076	0.004
122	F2	49	78.865	0.076	0.004
122	F2	50	78.945	0.075	0.004
122	F2	51	79.024	0.076	0.003
122	F2	52	79.103	0.074	0.003
122	F2	53	79.182	0.074	0.003
122	F2	54	79.261	0.074	0.003
122	F2	55	79.340	0.073	0.002
122	F2	56	79.420	0.073	0.002
122	F2	57	79.499	0.073	0.002
122	F2	58	79.578	0.074	0.002
122	F2	59	79.657	0.073	0.003
122	F2	60	79.736	0.072	0.003
122	F2	61	79.816	0.072	0.003
122	F2	62	79.895	0.072	0.003
122	F2	63	79.974	0.071	0.003
122	F2	64	80.053	0.071	0.003
122	F2	65	80.132	0.071	0.003
122	F2	66	80.211	0.070	0.003
122	F2	67	80.291	0.070	0.003
122	F2	68	80.370	0.069	0.003
122	F2	69	80.449	0.068	0.003
122	F2	70	80.528	0.071	0.002
122	F2	71	80.607	0.067	0.002
122	F2	72	80.686	0.069	0.002
122	F2	73	80.766	0.069	0.002
122	F2	74	80.845	0.068	0.002
122	F2	75	80.924	0.067	0.002
122	F2	76	81.003	0.066	0.001
122	F2	77	81.082	0.069	0.001
122	F2	78	81.161	0.068	0.001
122	F2	79	81.241	0.066	0.002
122	F2	80	81.320	0.068	0.002
122	F2	81	81.399	0.066	0.002
122	F2	82	81.478	0.068	0.002
122	F2	83	81.557	0.066	0.003
122	F2	84	81.636	0.066	0.003
122	F2	85	81.716	0.065	0.003
122	F2	86	81.795	0.066	0.002
122	F2	87	81.874	0.064	0.002
122	F2	88	81.953	0.065	0.002
122	F2	89	82.032	0.064	0.002
122	F2	90	82.111	0.065	0.001
122	F2	91	82.191	0.065	0.001
122	F2	92	82.270	0.064	0.001
122	F2	93	82.349	0.065	0.001
122	F2	94	82.428	0.063	0.001
122	F2	95	82.507	0.064	0.001
122	F2	96	82.586	0.064	0.001
122	F2	97	82.666	0.063	0.001
122	F2	98	82.745	0.064	0.001
122	F2	99	82.824	0.063	0.001
122	F2	100	82.903	0.064	0.002
122	F2	101	82.982	0.064	0.002
122	F2	102	83.061	0.062	0.002
122	F2	103	83.141	0.062	0.002
122	F2	104	83.220	0.064	0.002
122	F2	105	83.299	0.061	0.002
122	F2	106	83.378	0.061	0.002
122	F2	107	83.457	0.062	0.002
122	F2	108	83.536	0.060	0.001
122	F2	109	83.616	0.062	0.001
122	F2	110	83.695	0.061	0.001
122	F2	111	83.774	0.062	0.001
122	F2	112	83.853	0.060	0.001
122	F2	113	83.932	0.061	0.001
122	F2	114	84.011	0.061	0.001
122	F2	115	84.091	0.060	0.001
122	F2	116	84.170	0.059	0.001
122	F2	117	84.249	0.060	0.001
122	F2	118	84.328	0.060	0.001
122	F2	119	84.407	0.060	0.001
122	F2	120	84.486	0.060	0.001
122	F2	121	84.566	0.061	0.001
122	F2	122	84.645	0.058	0.001
122	F2	123	84.724	0.059	0.002
122	F2	124	84.803	0.059	0.002
122	F2	125	84.882	0.060	0.002
122	F2	126	84.961	0.058	0.002
122	F2	127	85.041	0.058	0.002
122	F2	128	85.120	0.059	0.002
122	F2	129	85.199	0.059	0.002
122	F2	130	85.278	0.058	0.002
122	F2	131	85.357	0.057	0.002
122	F2	132	85.436	0.058	0.002
122	F2	133	85.516	0.058	0.002
122	F2	134	85.595	0.056	0.002
122	F2	135	85.674	0.056	0.002
122	F2	136	85.753	0.057	0.002
122	F2	137	85.832	0.056	0.001
122	F2	138	85.911	0.057	0.001
122	F2	139	85.991	0.056	0.001
122	F2	140	86.070	0.056	0.001
122	F2	141	86.149	0.054	0.001
