* Block Type = 384-Well Block
* Calibration Background is expired  = Yes
* Calibration Background performed on = 12-21-2016
* Calibration Normalization FAM-ROX is expired = Yes
* Calibration Normalization FAM-ROX performed on = 12-21-2016
* Calibration Normalization VIC-ROX is expired = Yes
* Calibration Normalization VIC-ROX performed on = 12-21-2016
* Calibration Pure Dye FAM is expired = Yes
* Calibration Pure Dye FAM performed on = 12-21-2016
* Calibration Pure Dye NED is expired = Yes
* Calibration Pure Dye NED performed on = 12-21-2016
* Calibration Pure Dye ROX is expired = Yes
* Calibration Pure Dye ROX performed on = 12-21-2016
* Calibration Pure Dye SYBR is expired = Yes
* Calibration Pure Dye SYBR performed on = 12-21-2016
* Calibration Pure Dye TAMRA is expired = Yes
* Calibration Pure Dye TAMRA performed on = 12-21-2016
* Calibration Pure Dye VIC is expired = Yes
* Calibration Pure Dye VIC performed on = 12-21-2016
* Calibration ROI is expired  = Yes
* Calibration ROI performed on = 12-21-2016
* Calibration Uniformity is expired  = Yes
* Calibration Uniformity performed on = 12-21-2016
* Chemistry = SYBR_GREEN
* Date Created = 2018-07-09 18:38:45 PM CST
* Date Modified = 2018-07-09 20:35:06 PM CST
* Experiment Barcode = NA
* Experiment Comment = NA
* Experiment File Name = H:\Spring_Work\35. Data\2018-5-30 pathogen qPCR\2018-07-09 183809.eds
* Experiment Name = 2018-07-09 183809
* Experiment Run Start Time = 2018-07-10 02:54:59 AM CST
* Experiment Run Stop Time = 2018-07-10 04:48:33 AM CST
* Experiment Type = Relative Standard Curve
* Instrument Name = 278861596
* Instrument Serial Number = 278861596
* Instrument Type = QuantStudio(TM) 6 Flex System
* Passive Reference = ROX
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage/ Cycle where Analysis is performed = Stage 2, Step 3
* User Name = NA

[Melt Curve Raw Data]
Well	Well Position	Reading	Temperature	Fluorescence	Derivative
207	I15	30	77.361	0.144	0.031
207	I15	31	77.440	0.140	0.033
207	I15	32	77.520	0.141	0.034
207	I15	33	77.599	0.139	0.035
207	I15	34	77.678	0.138	0.035
207	I15	35	77.757	0.139	0.034
207	I15	36	77.836	0.139	0.033
207	I15	37	77.915	0.136	0.032
207	I15	38	77.995	0.137	0.031
207	I15	39	78.074	0.136	0.031
207	I15	40	78.153	0.138	0.032
207	I15	41	78.232	0.135	0.033
207	I15	42	78.311	0.136	0.033
207	I15	43	78.390	0.135	0.033
207	I15	44	78.470	0.135	0.030
207	I15	45	78.549	0.132	0.027
207	I15	46	78.628	0.132	0.022
207	I15	47	78.707	0.135	0.016
207	I15	48	78.786	0.133	0.012
207	I15	49	78.865	0.131	0.009
207	I15	50	78.945	0.135	0.008
207	I15	51	79.024	0.134	0.008
207	I15	52	79.103	0.130	0.008
207	I15	53	79.182	0.134	0.007
207	I15	54	79.261	0.138	0.004
207	I15	55	79.340	0.125	-0.000
207	I15	56	79.420	0.132	-0.005
207	I15	57	79.499	0.134	-0.007
207	I15	58	79.578	0.133	-0.005
207	I15	59	79.657	0.137	-0.000
207	I15	60	79.736	0.133	0.008
207	I15	61	79.816	0.132	0.017
207	I15	62	79.895	0.131	0.025
207	I15	63	79.974	0.135	0.031
207	I15	64	80.053	0.134	0.032
207	I15	65	80.132	0.128	0.029
207	I15	66	80.211	0.129	0.023
207	I15	67	80.291	0.127	0.016
207	I15	68	80.370	0.131	0.010
207	I15	69	80.449	0.134	0.007
207	I15	70	80.528	0.127	0.009
207	I15	71	80.607	0.132	0.014
207	I15	72	80.686	0.128	0.020
207	I15	73	80.766	0.133	0.026
207	I15	74	80.845	0.127	0.030
207	I15	75	80.924	0.127	0.033
207	I15	76	81.003	0.127	0.034
207	I15	77	81.082	0.128	0.034
207	I15	78	81.161	0.129	0.034
207	I15	79	81.241	0.125	0.032
207	I15	80	81.320	0.126	0.030
207	I15	81	81.399	0.125	0.028
207	I15	82	81.478	0.124	0.025
207	I15	83	81.557	0.123	0.022
207	I15	84	81.636	0.128	0.021
207	I15	85	81.716	0.125	0.020
207	I15	86	81.795	0.123	0.020
207	I15	87	81.874	0.122	0.020
207	I15	88	81.953	0.125	0.019
207	I15	89	82.032	0.125	0.018
207	I15	90	82.111	0.121	0.016
207	I15	91	82.191	0.119	0.016
207	I15	92	82.270	0.123	0.017
207	I15	93	82.349	0.127	0.020
207	I15	94	82.428	0.122	0.023
207	I15	95	82.507	0.122	0.026
207	I15	96	82.586	0.118	0.025
207	I15	97	82.666	0.120	0.022
207	I15	98	82.745	0.122	0.015
207	I15	99	82.824	0.120	0.007
207	I15	100	82.903	0.116	0.001
207	I15	101	82.982	0.121	-0.002
207	I15	102	83.061	0.121	0.001
207	I15	103	83.141	0.125	0.007
207	I15	104	83.220	0.121	0.016
207	I15	105	83.299	0.119	0.023
207	I15	106	83.378	0.119	0.026
207	I15	107	83.457	0.118	0.024
207	I15	108	83.536	0.117	0.017
207	I15	109	83.616	0.116	0.009
207	I15	110	83.695	0.119	0.004
207	I15	111	83.774	0.119	0.002
207	I15	112	83.853	0.120	0.004
207	I15	113	83.932	0.122	0.007
207	I15	114	84.011	0.119	0.010
207	I15	115	84.091	0.115	0.010
207	I15	116	84.170	0.115	0.007
207	I15	117	84.249	0.118	0.003
207	I15	118	84.328	0.120	0.003
207	I15	119	84.407	0.119	0.006
207	I15	120	84.486	0.119	0.014
207	I15	121	84.566	0.119	0.023
207	I15	122	84.645	0.118	0.031
207	I15	123	84.724	0.114	0.035
207	I15	124	84.803	0.117	0.034
207	I15	125	84.882	0.114	0.027
207	I15	126	84.961	0.115	0.017
207	I15	127	85.041	0.114	0.004
207	I15	128	85.120	0.110	-0.007
207	I15	129	85.199	0.118	-0.014
207	I15	130	85.278	0.116	-0.015
207	I15	131	85.357	0.114	-0.010
207	I15	132	85.436	0.123	-0.003
207	I15	133	85.516	0.116	0.004
207	I15	134	85.595	0.114	0.007
207	I15	135	85.674	0.111	0.007
207	I15	136	85.753	0.114	0.004
207	I15	137	85.832	0.119	0.002
207	I15	138	85.911	0.118	0.003
207	I15	139	85.991	0.113	0.005
207	I15	140	86.070	0.116	0.007
207	I15	141	86.149	0.115	0.009
207	I15	142	86.228	0.115	0.008
207	I15	143	86.307	0.114	0.007
207	I15	144	86.386	0.114	0.007
207	I15	145	86.466	0.116	0.008
207	I15	146	86.545	0.118	0.013
207	I15	147	86.624	0.112	0.018
207	I15	148	86.703	0.115	0.024
207	I15	149	86.782	0.113	0.028
207	I15	150	86.862	0.116	0.031
207	I15	151	86.941	0.111	0.031
207	I15	152	87.020	0.111	0.028
207	I15	153	87.099	0.111	0.023
207	I15	154	87.178	0.113	0.016
207	I15	155	87.257	0.113	0.008
207	I15	156	87.337	0.109	0.001
207	I15	157	87.416	0.108	-0.004
207	I15	158	87.495	0.115	-0.005
207	I15	159	87.574	0.116	-0.002
207	I15	160	87.653	0.111	0.004
207	I15	161	87.732	0.109	0.011
207	I15	162	87.812	0.112	0.017
207	I15	163	87.891	0.114	0.021
207	I15	164	87.970	0.109	0.024
207	I15	165	88.049	0.112	0.023
207	I15	166	88.128	0.108	0.019
207	I15	167	88.207	0.107	0.012
207	I15	168	88.287	0.108	0.003
207	I15	169	88.366	0.112	-0.005
207	I15	170	88.445	0.114	-0.010
207	I15	171	88.524	0.106	-0.011
207	I15	172	88.603	0.114	-0.008
207	I15	173	88.682	0.108	-0.002
207	I15	174	88.762	0.115	0.004
207	I15	175	88.841	0.107	0.011
207	I15	176	88.920	0.112	0.016
207	I15	177	88.999	0.109	0.018
207	I15	178	89.078	0.109	0.017
207	I15	179	89.157	0.107	0.014
207	I15	180	89.237	0.106	0.010
207	I15	181	89.316	0.115	0.007
207	I15	182	89.395	0.109	0.007
207	I15	183	89.474	0.109	0.008
207	I15	184	89.553	0.108	0.010
207	I15	185	89.632	0.109	0.010
207	I15	186	89.712	0.106	0.009
207	I15	187	89.791	0.110	0.007
207	I15	188	89.870	0.108	0.004
208	I16	1	75.065	0.701	0.167
208	I16	2	75.145	0.713	0.142
208	I16	3	75.224	0.719	0.116
208	I16	4	75.303	0.721	0.093
208	I16	5	75.382	0.722	0.081
208	I16	6	75.461	0.724	0.080
208	I16	7	75.540	0.718	0.091
208	I16	8	75.620	0.711	0.111
208	I16	9	75.699	0.700	0.135
208	I16	10	75.778	0.688	0.162
208	I16	11	75.857	0.672	0.188
208	I16	12	75.936	0.656	0.212
208	I16	13	76.015	0.635	0.233
208	I16	14	76.095	0.619	0.252
208	I16	15	76.174	0.596	0.269
208	I16	16	76.253	0.573	0.282
208	I16	17	76.332	0.547	0.291
208	I16	18	76.411	0.524	0.297
208	I16	19	76.490	0.499	0.299
208	I16	20	76.570	0.475	0.297
208	I16	21	76.649	0.450	0.291
208	I16	22	76.728	0.426	0.282
208	I16	23	76.807	0.403	0.271
208	I16	24	76.886	0.383	0.257
208	I16	25	76.965	0.363	0.242
208	I16	26	77.045	0.345	0.225
208	I16	27	77.124	0.329	0.208
208	I16	28	77.203	0.316	0.192
208	I16	29	77.282	0.299	0.175
208	I16	30	77.361	0.284	0.158
208	I16	31	77.440	0.278	0.142
208	I16	32	77.520	0.267	0.127
208	I16	33	77.599	0.256	0.112
208	I16	34	77.678	0.249	0.099
208	I16	35	77.757	0.241	0.087
208	I16	36	77.836	0.241	0.076
208	I16	37	77.915	0.231	0.067
208	I16	38	77.995	0.228	0.059
208	I16	39	78.074	0.224	0.052
208	I16	40	78.153	0.221	0.046
208	I16	41	78.232	0.218	0.041
208	I16	42	78.311	0.214	0.037
208	I16	43	78.390	0.213	0.034
208	I16	44	78.470	0.212	0.031
208	I16	45	78.549	0.208	0.029
208	I16	46	78.628	0.205	0.026
208	I16	47	78.707	0.203	0.024
208	I16	48	78.786	0.203	0.022
208	I16	49	78.865	0.199	0.020
208	I16	50	78.945	0.202	0.018
208	I16	51	79.024	0.199	0.017
208	I16	52	79.103	0.198	0.016
208	I16	53	79.182	0.196	0.015
208	I16	54	79.261	0.195	0.015
208	I16	55	79.340	0.193	0.014
208	I16	56	79.420	0.193	0.014
208	I16	57	79.499	0.193	0.014
208	I16	58	79.578	0.190	0.014
208	I16	59	79.657	0.190	0.013
208	I16	60	79.736	0.189	0.013
208	I16	61	79.816	0.188	0.013
208	I16	62	79.895	0.185	0.012
208	I16	63	79.974	0.184	0.012
208	I16	64	80.053	0.187	0.012
208	I16	65	80.132	0.184	0.012
208	I16	66	80.211	0.185	0.013
208	I16	67	80.291	0.182	0.013
208	I16	68	80.370	0.180	0.013
208	I16	69	80.449	0.178	0.013
208	I16	70	80.528	0.181	0.013
208	I16	71	80.607	0.179	0.013
208	I16	72	80.686	0.175	0.013
208	I16	73	80.766	0.176	0.013
208	I16	74	80.845	0.175	0.013
208	I16	75	80.924	0.174	0.013
208	I16	76	81.003	0.173	0.014
208	I16	77	81.082	0.171	0.014
208	I16	78	81.161	0.171	0.014
208	I16	79	81.241	0.169	0.014
208	I16	80	81.320	0.168	0.014
208	I16	81	81.399	0.166	0.014
208	I16	82	81.478	0.168	0.014
208	I16	83	81.557	0.165	0.014
208	I16	84	81.636	0.164	0.014
208	I16	85	81.716	0.163	0.014
208	I16	86	81.795	0.163	0.015
208	I16	87	81.874	0.161	0.015
208	I16	88	81.953	0.158	0.014
208	I16	89	82.032	0.158	0.014
208	I16	90	82.111	0.157	0.013
208	I16	91	82.191	0.156	0.013
208	I16	92	82.270	0.156	0.012
208	I16	93	82.349	0.155	0.012
208	I16	94	82.428	0.155	0.012
208	I16	95	82.507	0.153	0.012
208	I16	96	82.586	0.151	0.011
208	I16	97	82.666	0.150	0.011
208	I16	98	82.745	0.150	0.011
208	I16	99	82.824	0.150	0.011
208	I16	100	82.903	0.148	0.011
208	I16	101	82.982	0.147	0.011
208	I16	102	83.061	0.148	0.012
208	I16	103	83.141	0.145	0.012
208	I16	104	83.220	0.146	0.013
208	I16	105	83.299	0.143	0.013
208	I16	106	83.378	0.142	0.013
208	I16	107	83.457	0.142	0.012
208	I16	108	83.536	0.141	0.012
208	I16	109	83.616	0.140	0.011
208	I16	110	83.695	0.137	0.010
208	I16	111	83.774	0.136	0.009
208	I16	112	83.853	0.138	0.008
208	I16	113	83.932	0.140	0.008
208	I16	114	84.011	0.138	0.009
208	I16	115	84.091	0.135	0.009
208	I16	116	84.170	0.134	0.010
208	I16	117	84.249	0.133	0.010
208	I16	118	84.328	0.135	0.010
208	I16	119	84.407	0.132	0.009
208	I16	120	84.486	0.132	0.009
208	I16	121	84.566	0.130	0.009
208	I16	122	84.645	0.131	0.008
208	I16	123	84.724	0.130	0.008
208	I16	124	84.803	0.131	0.008
208	I16	125	84.882	0.127	0.008
208	I16	126	84.961	0.128	0.008
208	I16	127	85.041	0.127	0.007
208	I16	128	85.120	0.125	0.007
208	I16	129	85.199	0.128	0.006
208	I16	130	85.278	0.126	0.006
208	I16	131	85.357	0.126	0.007
208	I16	132	85.436	0.125	0.008
208	I16	133	85.516	0.124	0.009
208	I16	134	85.595	0.124	0.009
208	I16	135	85.674	0.123	0.010
208	I16	136	85.753	0.121	0.010
208	I16	137	85.832	0.121	0.010
208	I16	138	85.911	0.121	0.010
208	I16	139	85.991	0.120	0.009
208	I16	140	86.070	0.118	0.008
208	I16	141	86.149	0.116	0.008
208	I16	142	86.228	0.119	0.008
208	I16	143	86.307	0.117	0.007
208	I16	144	86.386	0.117	0.007
208	I16	145	86.466	0.116	0.007
208	I16	146	86.545	0.115	0.007
208	I16	147	86.624	0.114	0.007
208	I16	148	86.703	0.115	0.007
208	I16	149	86.782	0.114	0.008
208	I16	150	86.862	0.114	0.008
208	I16	151	86.941	0.113	0.009
208	I16	152	87.020	0.112	0.010
208	I16	153	87.099	0.113	0.012
208	I16	154	87.178	0.110	0.013
208	I16	155	87.257	0.108	0.014
208	I16	156	87.337	0.107	0.015
208	I16	157	87.416	0.106	0.016
208	I16	158	87.495	0.104	0.016
208	I16	159	87.574	0.105	0.017
208	I16	160	87.653	0.101	0.017
208	I16	161	87.732	0.100	0.016
208	I16	162	87.812	0.099	0.015
208	I16	163	87.891	0.096	0.013
208	I16	164	87.970	0.096	0.011
208	I16	165	88.049	0.096	0.009
208	I16	166	88.128	0.096	0.007
208	I16	167	88.207	0.096	0.005
208	I16	168	88.287	0.096	0.005
208	I16	169	88.366	0.096	0.004
208	I16	170	88.445	0.095	0.004
208	I16	171	88.524	0.094	0.004
208	I16	172	88.603	0.094	0.004
208	I16	173	88.682	0.095	0.003
208	I16	174	88.762	0.094	0.003
208	I16	175	88.841	0.094	0.003
208	I16	176	88.920	0.094	0.003
208	I16	177	88.999	0.093	0.003
208	I16	178	89.078	0.093	0.003
208	I16	179	89.157	0.093	0.003
208	I16	180	89.237	0.093	0.003
208	I16	181	89.316	0.092	0.003
208	I16	182	89.395	0.092	0.002
208	I16	183	89.474	0.094	0.002
208	I16	184	89.553	0.091	0.002
208	I16	185	89.632	0.091	0.002
208	I16	186	89.712	0.093	0.001
208	I16	187	89.791	0.092	0.001
208	I16	188	89.870	0.091	0.001
209	I17	1	75.065	0.808	0.293
209	I17	2	75.145	0.796	0.294
209	I17	3	75.224	0.771	0.298
209	I17	4	75.303	0.739	0.304
209	I17	5	75.382	0.707	0.312
209	I17	6	75.461	0.671	0.320
209	I17	7	75.540	0.638	0.327
209	I17	8	75.620	0.597	0.331
209	I17	9	75.699	0.561	0.332
209	I17	10	75.778	0.523	0.330
209	I17	11	75.857	0.489	0.323
209	I17	12	75.936	0.457	0.314
209	I17	13	76.015	0.421	0.303
209	I17	14	76.095	0.390	0.290
209	I17	15	76.174	0.360	0.275
209	I17	16	76.253	0.329	0.259
209	I17	17	76.332	0.304	0.242
209	I17	18	76.411	0.283	0.225
209	I17	19	76.490	0.260	0.208
209	I17	20	76.570	0.236	0.191
209	I17	21	76.649	0.218	0.175
209	I17	22	76.728	0.203	0.159
209	I17	23	76.807	0.187	0.143
209	I17	24	76.886	0.173	0.128
209	I17	25	76.965	0.161	0.114
209	I17	26	77.045	0.149	0.101
209	I17	27	77.124	0.141	0.089
209	I17	28	77.203	0.135	0.078
209	I17	29	77.282	0.126	0.068
209	I17	30	77.361	0.121	0.060
209	I17	31	77.440	0.115	0.052
209	I17	32	77.520	0.109	0.046
209	I17	33	77.599	0.109	0.040
209	I17	34	77.678	0.102	0.035
209	I17	35	77.757	0.100	0.031
209	I17	36	77.836	0.095	0.027
209	I17	37	77.915	0.095	0.023
209	I17	38	77.995	0.093	0.020
209	I17	39	78.074	0.092	0.018
209	I17	40	78.153	0.089	0.016
209	I17	41	78.232	0.089	0.015
209	I17	42	78.311	0.087	0.014
209	I17	43	78.390	0.087	0.013
209	I17	44	78.470	0.082	0.011
209	I17	45	78.549	0.084	0.010
209	I17	46	78.628	0.082	0.009
209	I17	47	78.707	0.080	0.007
209	I17	48	78.786	0.080	0.006
209	I17	49	78.865	0.081	0.005
209	I17	50	78.945	0.079	0.004
209	I17	51	79.024	0.080	0.004
209	I17	52	79.103	0.080	0.004
209	I17	53	79.182	0.079	0.004
209	I17	54	79.261	0.077	0.004
209	I17	55	79.340	0.079	0.004
209	I17	56	79.420	0.078	0.004
209	I17	57	79.499	0.077	0.004
209	I17	58	79.578	0.077	0.004
209	I17	59	79.657	0.075	0.003
209	I17	60	79.736	0.076	0.003
209	I17	61	79.816	0.076	0.003
209	I17	62	79.895	0.075	0.003
209	I17	63	79.974	0.076	0.003
209	I17	64	80.053	0.076	0.003
209	I17	65	80.132	0.075	0.003
209	I17	66	80.211	0.073	0.003
209	I17	67	80.291	0.073	0.003
209	I17	68	80.370	0.074	0.003
209	I17	69	80.449	0.073	0.002
209	I17	70	80.528	0.071	0.002
209	I17	71	80.607	0.073	0.001
209	I17	72	80.686	0.073	0.001
209	I17	73	80.766	0.073	0.001
209	I17	74	80.845	0.074	0.001
209	I17	75	80.924	0.072	0.002
209	I17	76	81.003	0.074	0.002
209	I17	77	81.082	0.072	0.003
209	I17	78	81.161	0.071	0.003
209	I17	79	81.241	0.071	0.003
209	I17	80	81.320	0.069	0.002
209	I17	81	81.399	0.071	0.002
209	I17	82	81.478	0.072	0.001
209	I17	83	81.557	0.071	0.001
209	I17	84	81.636	0.071	0.001
209	I17	85	81.716	0.070	0.002
209	I17	86	81.795	0.070	0.002
209	I17	87	81.874	0.071	0.002
209	I17	88	81.953	0.070	0.003
209	I17	89	82.032	0.068	0.003
209	I17	90	82.111	0.069	0.003
209	I17	91	82.191	0.069	0.003
209	I17	92	82.270	0.067	0.003
209	I17	93	82.349	0.068	0.003
209	I17	94	82.428	0.067	0.002
209	I17	95	82.507	0.068	0.002
209	I17	96	82.586	0.067	0.001
209	I17	97	82.666	0.066	0.001
209	I17	98	82.745	0.066	0.001
209	I17	99	82.824	0.069	0.001
209	I17	100	82.903	0.066	0.001
209	I17	101	82.982	0.067	0.001
209	I17	102	83.061	0.067	0.001
209	I17	103	83.141	0.066	0.002
209	I17	104	83.220	0.067	0.002
209	I17	105	83.299	0.067	0.002
209	I17	106	83.378	0.065	0.002
209	I17	107	83.457	0.065	0.002
209	I17	108	83.536	0.067	0.002
209	I17	109	83.616	0.065	0.002
209	I17	110	83.695	0.065	0.002
209	I17	111	83.774	0.066	0.002
209	I17	112	83.853	0.063	0.002
209	I17	113	83.932	0.065	0.002
209	I17	114	84.011	0.066	0.001
209	I17	115	84.091	0.063	0.001
209	I17	116	84.170	0.065	0.001
209	I17	117	84.249	0.063	0.001
209	I17	118	84.328	0.064	0.001
209	I17	119	84.407	0.063	0.001
209	I17	120	84.486	0.064	0.001
209	I17	121	84.566	0.065	0.001
209	I17	122	84.645	0.064	0.002
209	I17	123	84.724	0.064	0.002
209	I17	124	84.803	0.063	0.002
209	I17	125	84.882	0.061	0.002
209	I17	126	84.961	0.062	0.001
209	I17	127	85.041	0.062	0.001
209	I17	128	85.120	0.061	0.001
209	I17	129	85.199	0.065	0.000
209	I17	130	85.278	0.062	0.000
209	I17	131	85.357	0.062	0.000
209	I17	132	85.436	0.063	0.000
209	I17	133	85.516	0.062	0.000
209	I17	134	85.595	0.062	0.000
209	I17	135	85.674	0.062	0.000
209	I17	136	85.753	0.063	0.000
209	I17	137	85.832	0.063	0.001
209	I17	138	85.911	0.062	0.001
209	I17	139	85.991	0.061	0.001
209	I17	140	86.070	0.063	0.001
209	I17	141	86.149	0.061	0.001
209	I17	142	86.228	0.061	0.001
209	I17	143	86.307	0.060	0.001
209	I17	144	86.386	0.062	0.001
209	I17	145	86.466	0.062	0.001
209	I17	146	86.545	0.061	0.001
209	I17	147	86.624	0.062	0.002
209	I17	148	86.703	0.060	0.002
209	I17	149	86.782	0.061	0.003
209	I17	150	86.862	0.061	0.003
209	I17	151	86.941	0.060	0.003
209	I17	152	87.020	0.060	0.003
209	I17	153	87.099	0.057	0.003
209	I17	154	87.178	0.060	0.002
209	I17	155	87.257	0.059	0.002
209	I17	156	87.337	0.059	0.002
209	I17	157	87.416	0.059	0.002
209	I17	158	87.495	0.057	0.002
209	I17	159	87.574	0.057	0.002
209	I17	160	87.653	0.059	0.002
209	I17	161	87.732	0.058	0.002
209	I17	162	87.812	0.057	0.002
209	I17	163	87.891	0.056	0.001
209	I17	164	87.970	0.056	0.001
209	I17	165	88.049	0.057	0.001
209	I17	166	88.128	0.057	0.001
209	I17	167	88.207	0.056	0.000
209	I17	168	88.287	0.057	0.000
209	I17	169	88.366	0.057	0.000
209	I17	170	88.445	0.058	0.001
209	I17	171	88.524	0.056	0.001
209	I17	172	88.603	0.057	0.001
209	I17	173	88.682	0.056	0.002
209	I17	174	88.762	0.056	0.002
209	I17	175	88.841	0.055	0.002
209	I17	176	88.920	0.055	0.001
209	I17	177	88.999	0.057	0.001
209	I17	178	89.078	0.055	0.001
209	I17	179	89.157	0.055	0.000
209	I17	180	89.237	0.056	0.000
209	I17	181	89.316	0.056	0.000
209	I17	182	89.395	0.056	0.000
209	I17	183	89.474	0.054	0.000
209	I17	184	89.553	0.056	0.001
209	I17	185	89.632	0.056	0.001
209	I17	186	89.712	0.057	0.001
209	I17	187	89.791	0.053	0.001
209	I17	188	89.870	0.053	0.001
210	I18	1	75.065	0.564	0.179
210	I18	2	75.145	0.544	0.189
210	I18	3	75.224	0.512	0.201
210	I18	4	75.303	0.482	0.212
210	I18	5	75.382	0.449	0.220
210	I18	6	75.461	0.422	0.223
210	I18	7	75.540	0.397	0.221
210	I18	8	75.620	0.366	0.216
210	I18	9	75.699	0.345	0.207
210	I18	10	75.778	0.321	0.197
210	I18	11	75.857	0.296	0.186
210	I18	12	75.936	0.278	0.174
210	I18	13	76.015	0.258	0.162
210	I18	14	76.095	0.239	0.149
210	I18	15	76.174	0.222	0.136
210	I18	16	76.253	0.209	0.124
210	I18	17	76.332	0.195	0.113
210	I18	18	76.411	0.185	0.102
210	I18	19	76.490	0.175	0.092
210	I18	20	76.570	0.164	0.083
210	I18	21	76.649	0.155	0.075
210	I18	22	76.728	0.146	0.067
210	I18	23	76.807	0.140	0.060
210	I18	24	76.886	0.134	0.053
210	I18	25	76.965	0.129	0.048
210	I18	26	77.045	0.124	0.042
210	I18	27	77.124	0.119	0.038
210	I18	28	77.203	0.116	0.034
210	I18	29	77.282	0.115	0.030
210	I18	30	77.361	0.110	0.027
210	I18	31	77.440	0.104	0.024
210	I18	32	77.520	0.104	0.020
210	I18	33	77.599	0.103	0.018
210	I18	34	77.678	0.100	0.015
210	I18	35	77.757	0.100	0.014
210	I18	36	77.836	0.100	0.012
210	I18	37	77.915	0.094	0.011
210	I18	38	77.995	0.095	0.010
210	I18	39	78.074	0.095	0.009
210	I18	40	78.153	0.094	0.008
210	I18	41	78.232	0.093	0.008
210	I18	42	78.311	0.092	0.007
210	I18	43	78.390	0.091	0.006
210	I18	44	78.470	0.091	0.006
210	I18	45	78.549	0.090	0.005
210	I18	46	78.628	0.088	0.005
210	I18	47	78.707	0.088	0.004
210	I18	48	78.786	0.090	0.004
210	I18	49	78.865	0.088	0.004
210	I18	50	78.945	0.086	0.004
210	I18	51	79.024	0.087	0.004
210	I18	52	79.103	0.087	0.004
210	I18	53	79.182	0.086	0.004
210	I18	54	79.261	0.085	0.004
210	I18	55	79.340	0.084	0.004
210	I18	56	79.420	0.084	0.003
210	I18	57	79.499	0.085	0.003
210	I18	58	79.578	0.084	0.002
210	I18	59	79.657	0.084	0.002
210	I18	60	79.736	0.084	0.002
210	I18	61	79.816	0.083	0.002
210	I18	62	79.895	0.084	0.002
210	I18	63	79.974	0.083	0.003
210	I18	64	80.053	0.081	0.003
210	I18	65	80.132	0.083	0.003
210	I18	66	80.211	0.082	0.003
210	I18	67	80.291	0.082	0.003
210	I18	68	80.370	0.081	0.002
210	I18	69	80.449	0.080	0.002
210	I18	70	80.528	0.081	0.002
210	I18	71	80.607	0.080	0.002
210	I18	72	80.686	0.082	0.002
210	I18	73	80.766	0.079	0.002
210	I18	74	80.845	0.079	0.003
210	I18	75	80.924	0.080	0.003
210	I18	76	81.003	0.078	0.003
210	I18	77	81.082	0.078	0.003
210	I18	78	81.161	0.078	0.003
210	I18	79	81.241	0.078	0.003
210	I18	80	81.320	0.078	0.003
210	I18	81	81.399	0.079	0.003
210	I18	82	81.478	0.076	0.003
210	I18	83	81.557	0.077	0.003
210	I18	84	81.636	0.077	0.002
210	I18	85	81.716	0.076	0.002
210	I18	86	81.795	0.074	0.001
210	I18	87	81.874	0.077	0.001
210	I18	88	81.953	0.075	0.001
210	I18	89	82.032	0.076	0.000
210	I18	90	82.111	0.076	0.001
210	I18	91	82.191	0.077	0.001
210	I18	92	82.270	0.076	0.002
210	I18	93	82.349	0.076	0.003
210	I18	94	82.428	0.076	0.003
210	I18	95	82.507	0.073	0.003
210	I18	96	82.586	0.073	0.003
210	I18	97	82.666	0.074	0.002
210	I18	98	82.745	0.070	0.001
210	I18	99	82.824	0.074	0.001
210	I18	100	82.903	0.074	0.001
210	I18	101	82.982	0.075	0.001
210	I18	102	83.061	0.073	0.001
210	I18	103	83.141	0.073	0.001
210	I18	104	83.220	0.072	0.002
210	I18	105	83.299	0.073	0.002
210	I18	106	83.378	0.073	0.002
210	I18	107	83.457	0.070	0.002
210	I18	108	83.536	0.071	0.002
210	I18	109	83.616	0.072	0.002
210	I18	110	83.695	0.071	0.001
210	I18	111	83.774	0.070	0.001
210	I18	112	83.853	0.071	0.001
210	I18	113	83.932	0.072	0.001
210	I18	114	84.011	0.070	0.001
210	I18	115	84.091	0.071	0.001
210	I18	116	84.170	0.069	0.001
210	I18	117	84.249	0.072	0.001
210	I18	118	84.328	0.067	0.001
210	I18	119	84.407	0.070	0.001
210	I18	120	84.486	0.070	0.001
210	I18	121	84.566	0.071	0.001
210	I18	122	84.645	0.071	0.001
210	I18	123	84.724	0.070	0.001
210	I18	124	84.803	0.069	0.002
210	I18	125	84.882	0.069	0.002
210	I18	126	84.961	0.069	0.002
210	I18	127	85.041	0.068	0.002
210	I18	128	85.120	0.070	0.002
210	I18	129	85.199	0.067	0.002
210	I18	130	85.278	0.068	0.002
210	I18	131	85.357	0.067	0.002
210	I18	132	85.436	0.068	0.001
210	I18	133	85.516	0.068	0.001
210	I18	134	85.595	0.067	0.002
210	I18	135	85.674	0.068	0.002
210	I18	136	85.753	0.068	0.002
210	I18	137	85.832	0.066	0.002
210	I18	138	85.911	0.066	0.002
210	I18	139	85.991	0.067	0.002
210	I18	140	86.070	0.065	0.002
210	I18	141	86.149	0.066	0.002
210	I18	142	86.228	0.067	0.001
210	I18	143	86.307	0.064	0.001
210	I18	144	86.386	0.066	0.001
210	I18	145	86.466	0.065	0.001
210	I18	146	86.545	0.064	0.000
210	I18	147	86.624	0.066	0.000
210	I18	148	86.703	0.065	0.000
210	I18	149	86.782	0.067	0.001
210	I18	150	86.862	0.064	0.001
210	I18	151	86.941	0.066	0.002
