* Block Type = 384-Well Block
* Calibration Background is expired  = Yes
* Calibration Background performed on = 12-21-2016
* Calibration Normalization FAM-ROX is expired = Yes
* Calibration Normalization FAM-ROX performed on = 12-21-2016
* Calibration Normalization VIC-ROX is expired = Yes
* Calibration Normalization VIC-ROX performed on = 12-21-2016
* Calibration Pure Dye FAM is expired = Yes
* Calibration Pure Dye FAM performed on = 12-21-2016
* Calibration Pure Dye NED is expired = Yes
* Calibration Pure Dye NED performed on = 12-21-2016
* Calibration Pure Dye ROX is expired = Yes
* Calibration Pure Dye ROX performed on = 12-21-2016
* Calibration Pure Dye SYBR is expired = Yes
* Calibration Pure Dye SYBR performed on = 12-21-2016
* Calibration Pure Dye TAMRA is expired = Yes
* Calibration Pure Dye TAMRA performed on = 12-21-2016
* Calibration Pure Dye VIC is expired = Yes
* Calibration Pure Dye VIC performed on = 12-21-2016
* Calibration ROI is expired  = Yes
* Calibration ROI performed on = 12-21-2016
* Calibration Uniformity is expired  = Yes
* Calibration Uniformity performed on = 12-21-2016
* Chemistry = SYBR_GREEN
* Date Created = 2018-07-09 18:38:45 PM CST
* Date Modified = 2018-07-09 20:35:06 PM CST
* Experiment Barcode = NA
* Experiment Comment = NA
* Experiment File Name = H:\Spring_Work\35. Data\2018-5-30 pathogen qPCR\2018-07-09 183809.eds
* Experiment Name = 2018-07-09 183809
* Experiment Run Start Time = 2018-07-10 02:54:59 AM CST
* Experiment Run Stop Time = 2018-07-10 04:48:33 AM CST
* Experiment Type = Relative Standard Curve
* Instrument Name = 278861596
* Instrument Serial Number = 278861596
* Instrument Type = QuantStudio(TM) 6 Flex System
* Passive Reference = ROX
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage/ Cycle where Analysis is performed = Stage 2, Step 3
* User Name = NA

[Amplification Data]
Well	Cycle	Target Name	Rn	Delta Rn
94	14			
94	15			
94	16			
94	17			
94	18			
94	19			
94	20			
94	21			
94	22			
94	23			
94	24			
94	25			
94	26			
94	27			
94	28			
94	29			
94	30			
94	31			
94	32			
94	33			
94	34			
94	35			
94	36			
94	37			
94	38			
94	39			
94	40			
95	1			
95	2			
95	3			
95	4			
95	5			
95	6			
95	7			
95	8			
95	9			
95	10			
95	11			
95	12			
95	13			
95	14			
95	15			
95	16			
95	17			
95	18			
95	19			
95	20			
95	21			
95	22			
95	23			
95	24			
95	25			
95	26			
95	27			
95	28			
95	29			
95	30			
95	31			
95	32			
95	33			
95	34			
95	35			
95	36			
95	37			
95	38			
95	39			
95	40			
96	1			
96	2			
96	3			
96	4			
96	5			
96	6			
96	7			
96	8			
96	9			
96	10			
96	11			
96	12			
96	13			
96	14			
96	15			
96	16			
96	17			
96	18			
96	19			
96	20			
96	21			
96	22			
96	23			
96	24			
96	25			
96	26			
96	27			
96	28			
96	29			
96	30			
96	31			
96	32			
96	33			
96	34			
96	35			
96	36			
96	37			
96	38			
96	39			
96	40			
97	1	O157	0.115	0.003
97	2	O157	0.114	0.003
97	3	O157	0.113	0.002
97	4	O157	0.113	0.002
97	5	O157	0.112	0.002
97	6	O157	0.112	0.001
97	7	O157	0.112	0.002
97	8	O157	0.110	0.001
97	9	O157	0.109	-0.000
97	10	O157	0.108	-0.001
97	11	O157	0.107	-0.001
97	12	O157	0.107	-0.001
97	13	O157	0.108	-0.000
97	14	O157	0.107	-0.001
97	15	O157	0.106	-0.002
97	16	O157	0.105	-0.003
97	17	O157	0.104	-0.003
97	18	O157	0.105	-0.002
97	19	O157	0.105	-0.001
97	20	O157	0.106	-0.001
97	21	O157	0.106	-0.001
97	22	O157	0.106	-0.000
97	23	O157	0.106	-0.000
97	24	O157	0.105	-0.001
97	25	O157	0.105	-0.000
97	26	O157	0.106	0.001
97	27	O157	0.107	0.003
97	28	O157	0.110	0.006
97	29	O157	0.116	0.011
97	30	O157	0.126	0.023
97	31	O157	0.148	0.044
97	32	O157	0.189	0.085
97	33	O157	0.269	0.166
97	34	O157	0.419	0.316
97	35	O157	0.686	0.584
97	36	O157	1.112	1.009
97	37	O157	1.668	1.566
97	38	O157	2.230	2.128
97	39	O157	2.674	2.572
97	40	O157	2.970	2.869
98	1	O157	0.086	0.001
98	2	O157	0.086	0.001
98	3	O157	0.086	0.001
98	4	O157	0.086	0.000
98	5	O157	0.086	0.000
98	6	O157	0.086	0.001
98	7	O157	0.086	0.001
98	8	O157	0.086	0.001
98	9	O157	0.085	0.000
98	10	O157	0.085	0.000
98	11	O157	0.086	0.000
98	12	O157	0.085	0.000
98	13	O157	0.085	-0.000
98	14	O157	0.084	-0.001
98	15	O157	0.084	-0.001
98	16	O157	0.083	-0.001
98	17	O157	0.083	-0.001
98	18	O157	0.084	-0.001
98	19	O157	0.083	-0.002
98	20	O157	0.082	-0.002
98	21	O157	0.084	-0.001
98	22	O157	0.084	-0.001
98	23	O157	0.084	-0.001
98	24	O157	0.084	-0.000
98	25	O157	0.085	0.000
98	26	O157	0.086	0.002
98	27	O157	0.088	0.004
98	28	O157	0.092	0.008
98	29	O157	0.100	0.016
98	30	O157	0.115	0.031
98	31	O157	0.145	0.061
98	32	O157	0.206	0.122
98	33	O157	0.322	0.238
98	34	O157	0.533	0.449
98	35	O157	0.884	0.801
98	36	O157	1.397	1.314
98	37	O157	1.985	1.901
98	38	O157	2.492	2.408
98	39	O157	2.861	2.778
98	40	O157	3.097	3.014
99	1	O157	0.087	0.002
99	2	O157	0.087	0.002
99	3	O157	0.086	0.001
99	4	O157	0.085	0.000
99	5	O157	0.085	0.000
99	6	O157	0.086	0.001
99	7	O157	0.086	0.001
99	8	O157	0.086	0.001
99	9	O157	0.086	0.001
99	10	O157	0.085	0.000
99	11	O157	0.085	-0.000
99	12	O157	0.085	0.000
99	13	O157	0.085	-0.000
99	14	O157	0.084	-0.001
99	15	O157	0.084	-0.002
99	16	O157	0.084	-0.001
99	17	O157	0.084	-0.001
99	18	O157	0.083	-0.002
99	19	O157	0.084	-0.002
99	20	O157	0.085	-0.001
99	21	O157	0.085	-0.001
99	22	O157	0.085	0.000
99	23	O157	0.085	-0.000
99	24	O157	0.085	-0.001
99	25	O157	0.085	-0.001
99	26	O157	0.086	0.000
99	27	O157	0.087	0.001
99	28	O157	0.087	0.002
99	29	O157	0.089	0.003
99	30	O157	0.093	0.008
99	31	O157	0.103	0.017
99	32	O157	0.122	0.037
99	33	O157	0.159	0.073
99	34	O157	0.230	0.144
99	35	O157	0.363	0.277
99	36	O157	0.604	0.518
99	37	O157	0.996	0.910
99	38	O157	1.537	1.451
99	39	O157	2.115	2.029
99	40	O157	2.541	2.455
100	1	O157	0.093	0.002
100	2	O157	0.093	0.002
100	3	O157	0.093	0.002
100	4	O157	0.092	0.002
100	5	O157	0.091	0.000
100	6	O157	0.091	-0.000
100	7	O157	0.091	0.000
100	8	O157	0.091	0.000
100	9	O157	0.092	0.001
100	10	O157	0.091	0.001
100	11	O157	0.090	-0.000
100	12	O157	0.090	-0.001
100	13	O157	0.090	-0.000
100	14	O157	0.090	-0.000
100	15	O157	0.090	-0.001
100	16	O157	0.090	-0.001
100	17	O157	0.090	-0.001
100	18	O157	0.089	-0.001
100	19	O157	0.088	-0.002
100	20	O157	0.088	-0.002
100	21	O157	0.089	-0.002
100	22	O157	0.089	-0.001
100	23	O157	0.089	-0.001
100	24	O157	0.090	-0.001
100	25	O157	0.091	0.000
100	26	O157	0.091	0.001
100	27	O157	0.092	0.002
100	28	O157	0.096	0.006
100	29	O157	0.101	0.011
100	30	O157	0.112	0.022
100	31	O157	0.135	0.045
100	32	O157	0.179	0.089
100	33	O157	0.265	0.175
100	34	O157	0.425	0.335
100	35	O157	0.709	0.619
100	36	O157	1.159	1.069
100	37	O157	1.748	1.658
100	38	O157	2.332	2.242
100	39	O157	2.793	2.703
100	40	O157	3.085	2.995
101	1	O157	0.083	0.003
101	2	O157	0.082	0.002
101	3	O157	0.081	0.001
101	4	O157	0.082	0.002
101	5	O157	0.082	0.001
101	6	O157	0.081	0.001
101	7	O157	0.080	0.000
101	8	O157	0.080	0.000
101	9	O157	0.080	0.000
101	10	O157	0.080	-0.000
101	11	O157	0.079	-0.001
101	12	O157	0.079	-0.001
101	13	O157	0.079	-0.001
101	14	O157	0.079	-0.001
101	15	O157	0.078	-0.001
101	16	O157	0.078	-0.002
101	17	O157	0.078	-0.001
101	18	O157	0.079	0.000
101	19	O157	0.079	-0.001
101	20	O157	0.078	-0.001
101	21	O157	0.079	-0.000
101	22	O157	0.079	-0.000
101	23	O157	0.078	-0.001
101	24	O157	0.078	-0.001
101	25	O157	0.078	-0.001
101	26	O157	0.079	0.000
101	27	O157	0.081	0.002
101	28	O157	0.084	0.005
101	29	O157	0.089	0.010
101	30	O157	0.098	0.019
101	31	O157	0.117	0.038
101	32	O157	0.152	0.074
101	33	O157	0.222	0.144
101	34	O157	0.357	0.279
101	35	O157	0.602	0.524
101	36	O157	1.007	0.929
101	37	O157	1.578	1.500
101	38	O157	2.201	2.123
101	39	O157	2.717	2.639
101	40	O157	3.049	2.971
102	1	O157	0.078	0.002
102	2	O157	0.078	0.002
102	3	O157	0.078	0.002
102	4	O157	0.076	0.000
102	5	O157	0.076	-0.000
102	6	O157	0.077	0.001
102	7	O157	0.076	0.001
102	8	O157	0.076	0.000
102	9	O157	0.076	0.000
102	10	O157	0.076	0.000
102	11	O157	0.076	0.000
102	12	O157	0.076	-0.000
102	13	O157	0.075	-0.001
102	14	O157	0.075	-0.001
102	15	O157	0.075	-0.001
102	16	O157	0.075	-0.001
102	17	O157	0.075	-0.001
102	18	O157	0.075	-0.001
102	19	O157	0.075	-0.001
102	20	O157	0.074	-0.002
102	21	O157	0.075	-0.001
102	22	O157	0.076	0.000
102	23	O157	0.077	0.001
102	24	O157	0.075	-0.001
102	25	O157	0.075	-0.001
102	26	O157	0.076	-0.000
102	27	O157	0.076	-0.000
102	28	O157	0.078	0.002
102	29	O157	0.080	0.004
102	30	O157	0.085	0.009
102	31	O157	0.094	0.018
102	32	O157	0.112	0.036
102	33	O157	0.150	0.074
102	34	O157	0.222	0.145
102	35	O157	0.359	0.283
102	36	O157	0.607	0.531
102	37	O157	1.018	0.942
102	38	O157	1.597	1.521
102	39	O157	2.231	2.154
102	40	O157	2.698	2.622
103	1	O157	0.079	0.000
103	2	O157	0.079	0.000
103	3	O157	0.079	0.000
103	4	O157	0.079	0.000
103	5	O157	0.079	0.000
103	6	O157	0.079	0.001
103	7	O157	0.079	0.001
103	8	O157	0.079	0.000
103	9	O157	0.079	0.000
103	10	O157	0.079	0.000
103	11	O157	0.078	-0.001
103	12	O157	0.078	-0.001
103	13	O157	0.079	0.000
103	14	O157	0.079	0.000
103	15	O157	0.078	-0.000
103	16	O157	0.078	-0.001
103	17	O157	0.079	-0.000
103	18	O157	0.078	-0.001
103	19	O157	0.078	-0.001
103	20	O157	0.078	-0.000
103	21	O157	0.079	-0.000
103	22	O157	0.079	-0.000
103	23	O157	0.079	-0.000
103	24	O157	0.079	-0.000
103	25	O157	0.079	-0.000
103	26	O157	0.079	-0.000
103	27	O157	0.080	0.001
103	28	O157	0.082	0.003
103	29	O157	0.086	0.007
103	30	O157	0.094	0.015
103	31	O157	0.109	0.030
103	32	O157	0.139	0.060
103	33	O157	0.197	0.118
103	34	O157	0.308	0.228
103	35	O157	0.514	0.434
103	36	O157	0.862	0.782
103	37	O157	1.377	1.298
103	38	O157	1.990	1.910
103	39	O157	2.539	2.460
103	40	O157	2.912	2.833
104	1	O157	0.108	-0.001
104	2	O157	0.109	0.000
104	3	O157	0.111	0.002
104	4	O157	0.111	0.002
104	5	O157	0.110	0.001
104	6	O157	0.109	0.000
104	7	O157	0.109	0.000
104	8	O157	0.109	0.000
104	9	O157	0.108	-0.001
104	10	O157	0.108	-0.001
104	11	O157	0.109	-0.001
104	12	O157	0.109	-0.001
104	13	O157	0.109	-0.000
104	14	O157	0.110	0.001
104	15	O157	0.109	-0.000
104	16	O157	0.109	-0.001
104	17	O157	0.109	-0.001
104	18	O157	0.109	-0.000
104	19	O157	0.109	-0.001
104	20	O157	0.109	-0.001
104	21	O157	0.110	-0.000
104	22	O157	0.109	-0.001
104	23	O157	0.109	-0.001
104	24	O157	0.109	-0.002
104	25	O157	0.109	-0.002
104	26	O157	0.110	-0.001
104	27	O157	0.111	0.001
104	28	O157	0.113	0.002
104	29	O157	0.115	0.005
104	30	O157	0.120	0.010
104	31	O157	0.131	0.021
104	32	O157	0.154	0.043
104	33	O157	0.197	0.087
104	34	O157	0.281	0.171
104	35	O157	0.440	0.329
104	36	O157	0.725	0.614
104	37	O157	1.178	1.067
104	38	O157	1.785	1.674
104	39	O157	2.402	2.291
104	40	O157	2.845	2.733
105	1	O157	0.119	-0.002
105	2	O157	0.120	-0.002
105	3	O157	0.121	-0.001
105	4	O157	0.122	-0.001
105	5	O157	0.124	0.000
105	6	O157	0.125	0.001
105	7	O157	0.126	0.001
105	8	O157	0.126	0.000
105	9	O157	0.126	-0.000
105	10	O157	0.126	-0.001
105	11	O157	0.128	0.000
105	12	O157	0.130	0.002
105	13	O157	0.130	0.001
105	14	O157	0.130	0.000
105	15	O157	0.131	0.000
105	16	O157	0.131	0.000
105	17	O157	0.132	0.000
105	18	O157	0.133	0.001
105	19	O157	0.133	0.000
105	20	O157	0.133	-0.001
105	21	O157	0.133	-0.002
105	22	O157	0.134	-0.001
105	23	O157	0.135	-0.001
105	24	O157	0.135	-0.002
105	25	O157	0.136	-0.001
105	26	O157	0.137	-0.001
105	27	O157	0.140	0.001
105	28	O157	0.143	0.004
105	29	O157	0.150	0.010
105	30	O157	0.164	0.024
105	31	O157	0.194	0.052
105	32	O157	0.250	0.107
105	33	O157	0.359	0.216
105	34	O157	0.559	0.415
105	35	O157	0.903	0.758
105	36	O157	1.420	1.276
105	37	O157	2.044	1.899
105	38	O157	2.611	2.465
105	39	O157	3.050	2.903
105	40	O157	3.337	3.189
106	1	O157	0.092	-0.000
106	2	O157	0.093	-0.000
106	3	O157	0.093	0.000
106	4	O157	0.094	0.001
106	5	O157	0.094	0.000
106	6	O157	0.094	-0.000
106	7	O157	0.094	0.000
106	8	O157	0.095	0.001
106	9	O157	0.094	-0.000
106	10	O157	0.094	-0.001
106	11	O157	0.094	-0.000
106	12	O157	0.095	0.000
106	13	O157	0.095	0.000
106	14	O157	0.096	0.001
106	15	O157	0.096	0.001
106	16	O157	0.095	-0.001
106	17	O157	0.094	-0.002
106	18	O157	0.094	-0.002
106	19	O157	0.095	-0.001
106	20	O157	0.096	0.000
106	21	O157	0.096	-0.000
106	22	O157	0.095	-0.001
106	23	O157	0.095	-0.002
106	24	O157	0.095	-0.001
106	25	O157	0.096	-0.001
106	26	O157	0.097	0.000
106	27	O157	0.099	0.002
106	28	O157	0.102	0.005
106	29	O157	0.108	0.010
106	30	O157	0.119	0.021
106	31	O157	0.141	0.043
106	32	O157	0.187	0.088
106	33	O157	0.274	0.176
106	34	O157	0.436	0.337
106	35	O157	0.723	0.625
106	36	O157	1.182	1.083
106	37	O157	1.791	1.692
106	38	O157	2.410	2.311
106	39	O157	2.910	2.810
106	40	O157	3.238	3.139
107	1	O157	0.146	-0.018
107	2	O157	0.157	-0.007
107	3	O157	0.164	-0.001
107	4	O157	0.166	0.001
107	5	O157	0.165	-0.000
107	6	O157	0.165	-0.000
107	7	O157	0.164	-0.001
107	8	O157	0.166	0.000
107	9	O157	0.166	0.000
107	10	O157	0.166	0.000
107	11	O157	0.167	0.001
107	12	O157	0.166	-0.001
107	13	O157	0.165	-0.001
107	14	O157	0.169	0.002
107	15	O157	0.169	0.002
107	16	O157	0.168	0.000
107	17	O157	0.168	0.000
107	18	O157	0.168	-0.000
107	19	O157	0.167	-0.001
107	20	O157	0.168	-0.001
107	21	O157	0.169	-0.000
107	22	O157	0.168	-0.001
107	23	O157	0.169	-0.001
107	24	O157	0.170	0.000
107	25	O157	0.170	0.000
107	26	O157	0.170	-0.000
107	27	O157	0.171	0.001
107	28	O157	0.176	0.006
107	29	O157	0.186	0.015
107	30	O157	0.202	0.031
107	31	O157	0.234	0.063
107	32	O157	0.296	0.124
107	33	O157	0.416	0.244
107	34	O157	0.636	0.464
107	35	O157	1.010	0.838
107	36	O157	1.564	1.391
107	37	O157	2.207	2.034
107	38	O157	2.776	2.603
107	39	O157	3.202	3.029
107	40	O157	3.468	3.294
108	1	O157	0.093	0.000
108	2	O157	0.093	0.001
108	3	O157	0.094	0.001
108	4	O157	0.093	-0.000
108	5	O157	0.092	-0.001
108	6	O157	0.094	0.001
108	7	O157	0.095	0.001
108	8	O157	0.094	0.001
108	9	O157	0.093	-0.000
108	10	O157	0.093	-0.001
108	11	O157	0.094	-0.000
108	12	O157	0.094	0.000
108	13	O157	0.096	0.001
108	14	O157	0.094	-0.000
108	15	O157	0.094	-0.001
108	16	O157	0.095	-0.000
108	17	O157	0.094	-0.001
108	18	O157	0.094	-0.002
108	19	O157	0.094	-0.002
108	20	O157	0.094	-0.002
108	21	O157	0.095	-0.001
108	22	O157	0.097	0.001
108	23	O157	0.097	0.001
108	24	O157	0.098	0.001
108	25	O157	0.097	0.001
108	26	O157	0.097	0.000
108	27	O157	0.098	0.001
108	28	O157	0.104	0.007
108	29	O157	0.113	0.015
108	30	O157	0.128	0.031
108	31	O157	0.161	0.064
108	32	O157	0.228	0.130
108	33	O157	0.352	0.254
108	34	O157	0.577	0.478
108	35	O157	0.959	0.860
108	36	O157	1.512	1.413
108	37	O157	2.149	2.050
108	38	O157	2.707	2.608
108	39	O157	3.127	3.028
108	40	O157	3.391	3.291
109	1	O157	0.103	-0.005
109	2	O157	0.104	-0.004
109	3	O157	0.105	-0.004
109	4	O157	0.105	-0.004
109	5	O157	0.105	-0.004
109	6	O157	0.107	-0.003
109	7	O157	0.107	-0.002
109	8	O157	0.108	-0.002
109	9	O157	0.110	0.000
109	10	O157	0.112	0.001
109	11	O157	0.113	0.002
109	12	O157	0.114	0.002
109	13	O157	0.114	0.002
109	14	O157	0.116	0.004
109	15	O157	0.116	0.004
109	16	O157	0.115	0.003
109	17	O157	0.114	0.002
109	18	O157	0.114	0.001
109	19	O157	0.115	0.002
109	20	O157	0.115	0.001
109	21	O157	0.116	0.002
109	22	O157	0.116	0.002
109	23	O157	0.115	0.001
109	24	O157	0.116	0.001
109	25	O157	0.116	0.001
109	26	O157	0.116	0.000
109	27	O157	0.115	-0.000
109	28	O157	0.116	-0.001
109	29	O157	0.115	-0.001
109	30	O157	0.114	-0.002
109	31	O157	0.115	-0.002
109	32	O157	0.116	-0.002
109	33	O157	0.116	-0.002
109	34	O157	0.115	-0.003
109	35	O157	0.116	-0.003
109	36	O157	0.120	0.001
109	37	O157	0.123	0.004
109	38	O157	0.127	0.008
109	39	O157	0.132	0.012
109	40	O157	0.137	0.017
110	1	O157	0.116	-0.006
110	2	O157	0.116	-0.006
110	3	O157	0.118	-0.004
110	4	O157	0.119	-0.004
110	5	O157	0.119	-0.004
110	6	O157	0.119	-0.004
110	7	O157	0.122	-0.001
110	8	O157	0.123	-0.001
110	9	O157	0.125	0.001
110	10	O157	0.126	0.002
110	11	O157	0.128	0.004
110	12	O157	0.129	0.004
110	13	O157	0.129	0.004
110	14	O157	0.129	0.004
110	15	O157	0.129	0.003
110	16	O157	0.129	0.003
110	17	O157	0.128	0.002
110	18	O157	0.128	0.001
110	19	O157	0.128	0.001
110	20	O157	0.129	0.002
110	21	O157	0.128	0.000
110	22	O157	0.127	-0.001
110	23	O157	0.128	-0.001
110	24	O157	0.127	-0.001
110	25	O157	0.127	-0.002
110	26	O157	0.127	-0.003
110	27	O157	0.126	-0.004
110	28	O157	0.126	-0.004
110	29	O157	0.129	-0.001
110	30	O157	0.132	0.001
110	31	O157	0.136	0.006
110	32	O157	0.147	0.016
110	33	O157	0.168	0.037
110	34	O157	0.209	0.077
110	35	O157	0.286	0.154
110	36	O157	0.433	0.300
110	37	O157	0.695	0.562
110	38	O157	1.119	0.986
110	39	O157	1.691	1.558
110	40	O157	2.223	2.089
111	1	O157	0.111	-0.004
111	2	O157	0.111	-0.004
111	3	O157	0.113	-0.003
111	4	O157	0.113	-0.003
111	5	O157	0.113	-0.003
111	6	O157	0.114	-0.003
111	7	O157	0.114	-0.003
111	8	O157	0.115	-0.003
111	9	O157	0.117	-0.001
111	10	O157	0.120	0.002
111	11	O157	0.121	0.003
111	12	O157	0.122	0.004
111	13	O157	0.123	0.005
111	14	O157	0.123	0.004
111	15	O157	0.122	0.003
111	16	O157	0.121	0.002
111	17	O157	0.121	0.001
111	18	O157	0.122	0.002
111	19	O157	0.123	0.003
111	20	O157	0.123	0.003
111	21	O157	0.122	0.001
111	22	O157	0.122	0.001
111	23	O157	0.122	0.001
111	24	O157	0.121	-0.001
111	25	O157	0.120	-0.002
111	26	O157	0.121	-0.001
111	27	O157	0.120	-0.002
111	28	O157	0.120	-0.003
111	29	O157	0.121	-0.002
111	30	O157	0.121	-0.002
111	31	O157	0.121	-0.002
111	32	O157	0.124	0.000
111	33	O157	0.128	0.004
111	34	O157	0.136	0.011
111	35	O157	0.153	0.028
111	36	O157	0.187	0.062
111	37	O157	0.252	0.127
111	38	O157	0.376	0.250
111	39	O157	0.601	0.475
111	40	O157	0.893	0.767
112	1	O157	0.107	-0.001
112	2	O157	0.107	-0.002
112	3	O157	0.107	-0.002
112	4	O157	0.107	-0.002
112	5	O157	0.105	-0.004
112	6	O157	0.106	-0.004
112	7	O157	0.108	-0.002
112	8	O157	0.109	-0.001
112	9	O157	0.110	0.000
112	10	O157	0.112	0.002
112	11	O157	0.113	0.002
112	12	O157	0.114	0.003
112	13	O157	0.114	0.003
112	14	O157	0.114	0.003
112	15	O157	0.115	0.004
112	16	O157	0.115	0.003
112	17	O157	0.115	0.003
112	18	O157	0.114	0.002
112	19	O157	0.114	0.001
112	20	O157	0.114	0.001
112	21	O157	0.113	-0.000
112	22	O157	0.112	-0.001
112	23	O157	0.112	-0.001
112	24	O157	0.112	-0.001
112	25	O157	0.113	-0.000
112	26	O157	0.113	-0.001
112	27	O157	0.113	-0.001
112	28	O157	0.112	-0.002
112	29	O157	0.113	-0.002
112	30	O157	0.113	-0.002
112	31	O157	0.114	-0.002
112	32	O157	0.117	0.002
112	33	O157	0.123	0.007
112	34	O157	0.133	0.017
112	35	O157	0.153	0.037
112	36	O157	0.194	0.077
112	37	O157	0.273	0.157
112	38	O157	0.421	0.305
112	39	O157	0.685	0.568
112	40	O157	1.026	0.909
113	1	O157	0.102	-0.003
113	2	O157	0.102	-0.003
113	3	O157	0.102	-0.004
113	4	O157	0.102	-0.003
113	5	O157	0.103	-0.003
113	6	O157	0.103	-0.003
113	7	O157	0.104	-0.002
113	8	O157	0.105	-0.001
113	9	O157	0.107	0.000
113	10	O157	0.107	0.000
113	11	O157	0.109	0.002
113	12	O157	0.110	0.003
113	13	O157	0.111	0.003
113	14	O157	0.111	0.003
113	15	O157	0.110	0.002
113	16	O157	0.110	0.002
113	17	O157	0.111	0.003
113	18	O157	0.111	0.002
113	19	O157	0.111	0.002
113	20	O157	0.111	0.002
113	21	O157	0.110	0.001
113	22	O157	0.111	0.002
113	23	O157	0.112	0.002
113	24	O157	0.112	0.002
113	25	O157	0.110	0.000
113	26	O157	0.110	-0.001
113	27	O157	0.111	-0.000
113	28	O157	0.110	-0.001
113	29	O157	0.110	-0.001
113	30	O157	0.109	-0.002
113	31	O157	0.110	-0.001
113	32	O157	0.111	-0.001
113	33	O157	0.110	-0.002
113	34	O157	0.110	-0.003
113	35	O157	0.111	-0.002
113	36	O157	0.111	-0.002
113	37	O157	0.111	-0.002
113	38	O157	0.113	0.000
113	39	O157	0.117	0.003
113	40	O157	0.120	0.007
114	1	O157	0.102	-0.001
114	2	O157	0.102	-0.001
114	3	O157	0.101	-0.002
114	4	O157	0.101	-0.002
114	5	O157	0.101	-0.002
114	6	O157	0.101	-0.002
114	7	O157	0.101	-0.002
114	8	O157	0.102	-0.001
114	9	O157	0.103	0.000
114	10	O157	0.104	0.001
114	11	O157	0.105	0.002
114	12	O157	0.106	0.003
114	13	O157	0.105	0.002
114	14	O157	0.104	0.001
114	15	O157	0.105	0.002
114	16	O157	0.105	0.002
114	17	O157	0.105	0.001
114	18	O157	0.104	0.001
114	19	O157	0.104	0.000
114	20	O157	0.103	-0.000
114	21	O157	0.103	0.000
114	22	O157	0.103	-0.001
114	23	O157	0.103	-0.001
114	24	O157	0.103	-0.000
114	25	O157	0.103	-0.001
114	26	O157	0.102	-0.001
114	27	O157	0.102	-0.002
114	28	O157	0.103	-0.001
114	29	O157	0.103	-0.001
114	30	O157	0.105	0.001
114	31	O157	0.109	0.005
114	32	O157	0.116	0.012
114	33	O157	0.130	0.026
114	34	O157	0.156	0.052
114	35	O157	0.212	0.108
114	36	O157	0.319	0.215
114	37	O157	0.515	0.411
114	38	O157	0.852	0.748
114	39	O157	1.362	1.258
114	40	O157	1.898	1.794
115	1	O157	0.151	-0.007
115	2	O157	0.152	-0.007
115	3	O157	0.154	-0.004
115	4	O157	0.156	-0.002
115	5	O157	0.156	-0.001
115	6	O157	0.156	-0.001
115	7	O157	0.156	-0.001
115	8	O157	0.157	0.000
115	9	O157	0.158	0.002
115	10	O157	0.157	0.002
115	11	O157	0.158	0.002
115	12	O157	0.157	0.002
115	13	O157	0.157	0.002
115	14	O157	0.157	0.003
115	15	O157	0.156	0.002
115	16	O157	0.155	0.001
115	17	O157	0.154	0.000
115	18	O157	0.153	0.000
115	19	O157	0.153	0.000
115	20	O157	0.152	-0.000
115	21	O157	0.151	-0.001
115	22	O157	0.151	-0.001
115	23	O157	0.150	-0.001
115	24	O157	0.150	-0.001
115	25	O157	0.148	-0.003
115	26	O157	0.147	-0.003
115	27	O157	0.148	-0.002
115	28	O157	0.149	-0.001
115	29	O157	0.150	0.001
115	30	O157	0.153	0.004
115	31	O157	0.160	0.011
115	32	O157	0.171	0.023
115	33	O157	0.195	0.047
115	34	O157	0.243	0.096
115	35	O157	0.335	0.188
115	36	O157	0.507	0.360
115	37	O157	0.806	0.659
115	38	O157	1.272	1.126
115	39	O157	1.873	1.727
115	40	O157	2.399	2.253
116	1	O157	0.101	-0.002
116	2	O157	0.101	-0.002
116	3	O157	0.101	-0.002
116	4	O157	0.101	-0.002
116	5	O157	0.101	-0.002
116	6	O157	0.101	-0.002
116	7	O157	0.101	-0.002
116	8	O157	0.102	-0.001
116	9	O157	0.104	0.001
116	10	O157	0.105	0.002
116	11	O157	0.105	0.002
116	12	O157	0.106	0.002
116	13	O157	0.107	0.003
116	14	O157	0.107	0.003
116	15	O157	0.106	0.003
116	16	O157	0.106	0.002
116	17	O157	0.105	0.001
116	18	O157	0.104	-0.000
116	19	O157	0.104	-0.000
116	20	O157	0.104	-0.000
116	21	O157	0.104	-0.000
116	22	O157	0.104	-0.000
116	23	O157	0.104	-0.001
116	24	O157	0.104	-0.000
116	25	O157	0.104	-0.001
116	26	O157	0.103	-0.001
116	27	O157	0.103	-0.002
116	28	O157	0.103	-0.001
116	29	O157	0.104	-0.001
116	30	O157	0.106	0.001
116	31	O157	0.112	0.007
116	32	O157	0.122	0.017
116	33	O157	0.141	0.036
116	34	O157	0.180	0.075
116	35	O157	0.254	0.149
116	36	O157	0.395	0.290
116	37	O157	0.648	0.543
116	38	O157	1.058	0.953
116	39	O157	1.624	1.519
116	40	O157	2.158	2.053
117	1	O157	0.150	0.001
117	2	O157	0.149	-0.000
117	3	O157	0.148	-0.001
117	4	O157	0.148	-0.001
117	5	O157	0.147	-0.001
117	6	O157	0.148	-0.001
117	7	O157	0.147	-0.001
117	8	O157	0.147	-0.001
117	9	O157	0.148	-0.000
117	10	O157	0.149	0.001
117	11	O157	0.150	0.001
117	12	O157	0.150	0.001
117	13	O157	0.150	0.001
